Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,77.860001,78.510002,77.800003,78.220001,76.554123,11984800
2022-01-04,78.529999,78.730003,77.620003,78.050003,76.387749,11729100
2022-01-05,78.059998,78.440002,76.070000,76.089996,74.469467,19325400
2022-01-06,76.129997,77.379997,75.889999,76.430000,74.802231,14641300
2022-01-07,76.430000,76.959999,76.150002,76.440002,74.812035,7882800
2022-01-10,75.709999,75.980003,74.230003,75.959999,74.342255,9446100
2022-01-11,75.889999,76.919998,75.489998,76.910004,75.272034,6813400
2022-01-12,77.190002,77.440002,76.629997,77.010002,75.369904,5666800
2022-01-13,77.199997,77.370003,76.074997,76.209999,74.586929,6354100
2022-01-14,75.540001,76.620003,75.535004,76.559998,74.929466,6608600
2022-01-18,76.500000,76.620003,75.474998,75.629997,74.019279,5903000
2022-01-19,75.849998,76.668999,75.450996,75.500000,73.892052,6647000
2022-01-20,75.940002,76.830002,74.665001,74.750000,73.158020,7335300
2022-01-21,73.779999,74.195000,72.190002,72.220001,70.681915,14330900
2022-01-24,71.099998,72.839996,69.480003,72.750000,71.200615,18812500
2022-01-25,71.540001,72.220001,70.620003,71.260002,69.742355,9180300
2022-01-26,72.349998,72.349998,69.510002,70.220001,68.724510,12982900
2022-01-27,70.720001,71.750000,70.180000,70.300003,68.802795,9541500
2022-01-28,70.470001,72.330002,70.199997,72.309998,70.769997,6249500
2022-01-31,72.300003,74.000000,71.820000,73.949997,72.375061,6105900
2022-02-01,74.000000,74.690002,73.379997,74.589996,73.001427,6284100
2022-02-02,76.570000,76.570000,75.260002,76.080002,74.459702,5357300
2022-02-03,71.699997,72.489998,70.849998,70.989998,69.478104,9281100
2022-02-04,70.720001,71.754997,69.980003,71.169998,69.654266,6675800
2022-02-07,71.349998,71.400002,69.754997,69.930000,68.440697,4843500
2022-02-08,69.660004,70.144997,69.360001,69.900002,68.411316,6073900
2022-02-09,70.709999,71.889999,70.639999,71.870003,70.339371,6325600
2022-02-10,70.879997,72.105003,70.519997,70.839996,69.331299,6571600
2022-02-11,70.800003,71.190002,69.059998,69.309998,67.833885,7358900
2022-02-14,69.230003,69.760002,68.779999,69.320000,67.843674,5342600
2022-02-15,70.059998,70.330002,69.699997,70.290001,68.793007,4291900
2022-02-16,69.360001,69.949997,68.949997,69.800003,68.313446,4556400
2022-02-17,69.220001,69.360001,67.894997,67.940002,66.493065,7516700
2022-02-18,68.139999,68.584999,67.209999,67.410004,65.974365,7513300
2022-02-22,67.059998,67.794998,66.250000,66.720001,65.299049,8859500
2022-02-23,67.160004,67.320000,65.550003,65.599998,64.202896,6548700
2022-02-24,64.070000,67.580002,64.029999,67.440002,66.003708,10993400
2022-02-25,67.580002,68.625000,67.129997,68.529999,67.070480,7187100
2022-02-28,67.699997,68.870003,67.620003,68.449997,66.992188,8388800
2022-03-01,68.139999,68.580002,67.209999,67.589996,66.150520,6151100
2022-03-02,67.779999,68.440002,67.360001,68.169998,66.718163,7782500
2022-03-03,68.660004,68.779999,67.180000,67.459999,66.023285,6528200
2022-03-04,67.089996,67.379997,66.190002,66.489998,65.073944,6324800
2022-03-07,66.389999,66.389999,64.239998,64.279999,62.911007,7726800
2022-03-08,64.190002,65.809998,63.685001,64.120003,62.754417,10154000
2022-03-09,65.629997,66.254997,65.379997,66.040001,64.633522,6776000
2022-03-10,65.150002,65.750000,64.845001,65.550003,64.153954,5783600
2022-03-11,65.970001,66.050003,64.290001,64.370003,62.999096,4982600
2022-03-14,64.360001,65.050003,63.490002,63.619999,62.265064,6998900
2022-03-15,64.099998,64.949997,63.750000,64.839996,63.459080,6259300
2022-03-16,65.400002,66.650002,64.860001,66.629997,65.210968,6621600
2022-03-17,66.410004,67.349998,66.169998,67.349998,65.915627,5120700
2022-03-18,67.099998,68.309998,66.889999,68.230003,66.776886,8622200
2022-03-21,67.779999,67.919998,66.739998,67.419998,66.151855,6153900
2022-03-22,67.519997,69.050003,67.480003,68.680000,67.388161,4462400
2022-03-23,68.180000,68.614998,67.735001,67.739998,66.465836,5143200
2022-03-24,68.169998,68.870003,67.930000,68.849998,67.554970,4300700
2022-03-25,69.029999,69.389999,68.410004,69.180000,67.878761,3854400
2022-03-28,69.099998,69.410004,68.400002,69.400002,68.094620,2914400
2022-03-29,69.980003,70.809998,69.820000,70.610001,69.281853,6935100
2022-03-30,70.330002,70.610001,69.849998,70.110001,68.791275,4664600
2022-03-31,70.099998,70.099998,68.763000,68.779999,67.486298,4784900
2022-04-01,69.110001,69.330002,68.730003,69.290001,67.986694,4019000
2022-04-04,69.720001,71.275002,69.720001,71.199997,69.860771,5201400
2022-04-05,71.230003,71.570000,70.120003,70.290001,68.967880,3991300
2022-04-06,69.519997,69.699997,68.529999,68.980003,67.682518,5010900
